Date,Cycle,Week,Set,Name,Completed,Reps,Weights,Notes
Jan 31  2020,7,4,Warmup sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;3;,55.0;70.0;85.0;,
Jan 31  2020,7,4,Main sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;5;,55.0;70.0;85.0;,
Jan 31  2020,7,4,First set last,Overhead Press,✔︎;,10;,55.0;,
Jan 30  2020,7,4,Warmup sets,Squat,✔︎;✔︎;✔︎;,5;5;3;,85.0;105.0;130.0;,
Jan 30  2020,7,4,Main sets,Squat,✔︎;✔︎;✔︎;,5;5;5;,85.0;105.0;130.0;,
Jan 30  2020,7,4,First set last,Squat,✔︎;,10;,85.0;,
Jan 28  2020,7,4,Warmup sets,Bench Press,✔︎;✔︎;✔︎;,5;5;3;,95.0;120.0;140.0;,
Jan 28  2020,7,4,Main sets,Bench Press,✔︎;✔︎;✔︎;,5;5;5;,95.0;120.0;140.0;,
Jan 28  2020,7,4,First set last,Bench Press,✔︎;,10;,95.0;,
Jan 27  2020,7,4,Warmup sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;3;,135.0;170.0;200.0;,
Jan 27  2020,7,4,Main sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;5;,135.0;170.0;200.0;,
Jan 27  2020,7,4,First set last,Dead Lift,✔︎;,0;,135.0;,
Jan 24  2020,7,3,Warmup sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;3;,55.0;70.0;85.0;,
Jan 24  2020,7,3,Main sets,Overhead Press,✔︎;✔︎;✔︎;,5;3;4;,105.0;120.0;135.0;,
Jan 24  2020,7,3,First set last,Overhead Press,✔︎;,9;,105.0;,
Jan 23  2020,7,3,Warmup sets,Squat,✔︎;✔︎;✔︎;,5;5;3;,85.0;105.0;130.0;,
Jan 23  2020,7,3,Main sets,Squat,✔︎;✔︎;✔︎;,5;3;3;,160.0;180.0;200.0;,
Jan 23  2020,7,3,First set last,Squat,✔︎;,10;,160.0;,
Jan 21  2020,7,3,Warmup sets,Bench Press,✔︎;✔︎;✔︎;,5;5;3;,95.0;120.0;145.0;,
Jan 21  2020,7,3,Main sets,Bench Press,✔︎;✔︎;✔︎;,5;3;2;,180.0;200.0;225.0;,
Jan 21  2020,7,3,First set last,Bench Press,✔︎;,8;,180.0;,
Jan 20  2020,7,3,Warmup sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;3;,135.0;170.0;200.0;,
Jan 20  2020,7,3,Main sets,Dead Lift,✔︎;✔︎;✔︎;,5;3;1;,250.0;285.0;320.0;,
Jan 20  2020,7,3,First set last,Dead Lift,✔︎;,9;,250.0;,
Jan 17  2020,7,2,Warmup sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;3;,55.0;70.0;85.0;,
Jan 17  2020,7,2,Main sets,Overhead Press,✔︎;✔︎;✔︎;,3;3;5;,100.0;115.0;130.0;,
Jan 17  2020,7,2,First set last,Overhead Press,✔︎;,0;,100.0;,
Jan 16  2020,7,2,Warmup sets,Squat,✔︎;✔︎;✔︎;,5;5;3;,85.0;105.0;130.0;,
Jan 16  2020,7,2,Main sets,Squat,✔︎;✔︎;✔︎;,3;3;4;,150.0;170.0;190.0;,
Jan 16  2020,7,2,First set last,Squat,✔︎;,8;,150.0;,
Jan 14  2020,7,2,Warmup sets,Bench Press,✔︎;✔︎;✔︎;,5;5;3;,95.0;120.0;140.0;,
Jan 14  2020,7,2,Main sets,Bench Press,✔︎;✔︎;✔︎;,3;3;4;,165.0;190.0;215.0;,
Jan 14  2020,7,2,First set last,Bench Press,✔︎;,0;,165.0;,
Jan 13  2020,7,2,Warmup sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;3;,135.0;170.0;200.0;,
Jan 13  2020,7,2,Main sets,Dead Lift,✔︎;✔︎;✔︎;,3;3;4;,235.0;270.0;300.0;,
Jan 13  2020,7,2,First set last,Dead Lift,✔︎;,10;,235.0;,
Jan 10  2020,7,1,Warmup sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;3;,55.0;70.0;85.0;,
Jan 10  2020,7,1,Main sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;7;,95.0;105.0;120.0;,
Jan 10  2020,7,1,First set last,Overhead Press,✔︎;,12;,95.0;,
Jan 9  2020,7,1,Warmup sets,Squat,✔︎;✔︎;✔︎;,5;5;3;,85.0;105.0;130.0;,
Jan 9  2020,7,1,Main sets,Squat,✔︎;✔︎;✔︎;,5;5;6;,140.0;160.0;180.0;,
Jan 9  2020,7,1,First set last,Squat,✔︎;,10;,140.0;,
Jan 7  2020,7,1,Warmup sets,Bench Press,✔︎;✔︎;✔︎;,5;5;3;,95.0;120.0;140.0;,
Jan 7  2020,7,1,Main sets,Bench Press,✔︎;✔︎;✔︎;,5;5;7;,155.0;180.0;200.0;,
Jan 7  2020,7,1,First set last,Bench Press,✔︎;,15;,155.0;,
Jan 6  2020,7,1,Warmup sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;3;,135.0;170.0;200.0;,
Jan 6  2020,7,1,Main sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;5;,220.0;250.0;285.0;,
Jan 6  2020,7,1,First set last,Dead Lift,✔︎;,12;,220.0;,
Jan 3  2020,6,4,Warmup sets,Squat,✔︎;✔︎;✔︎;,5;5;3;,80.0;100.0;120.0;,
Jan 3  2020,6,4,Main sets,Squat,✔︎;✔︎;✔︎;,5;5;5;,80.0;100.0;120.0;,
Jan 3  2020,6,4,First set last,Squat,✔︎;,15;,80.0;,
Jan 2  2020,6,4,Warmup sets,Bench Press,✔︎;✔︎;✔︎;,5;5;3;,95.0;115.0;140.0;,
Jan 2  2020,6,4,Main sets,Bench Press,✔︎;✔︎;✔︎;,5;5;5;,95.0;115.0;140.0;,
Jan 2  2020,6,4,First set last,Bench Press,✔︎;,39;,95.0;,
Dec 31  2019,6,4,Warmup sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;3;,130.0;165.0;195.0;,
Dec 31  2019,6,4,Main sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;5;,130.0;165.0;195.0;,
Dec 31  2019,6,4,First set last,Dead Lift,✔︎;,10;,130.0;,
Dec 30  2019,6,4,Warmup sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;3;,55.0;70.0;85.0;,
Dec 30  2019,6,4,Main sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;5;,55.0;70.0;85.0;,
Dec 30  2019,6,4,First set last,Overhead Press,✔︎;,10;,55.0;,
Dec 27  2019,6,3,Warmup sets,Squat,✔︎;✔︎;✔︎;,5;5;3;,80.0;100.0;120.0;,
Dec 27  2019,6,3,Main sets,Squat,✔︎;✔︎;✔︎;,5;3;4;,150.0;175.0;195.0;,
Dec 27  2019,6,3,First set last,Squat,✔︎;,6;,150.0;,
Dec 26  2019,6,3,Warmup sets,Bench Press,✔︎;✔︎;✔︎;,5;5;3;,95.0;115.0;140.0;,
Dec 26  2019,6,3,Main sets,Bench Press,✔︎;✔︎;✔︎;,5;3;4;,175.0;195.0;220.0;,
Dec 26  2019,6,3,First set last,Bench Press,✔︎;,10;,175.0;,
Dec 24  2019,6,3,Warmup sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;3;,130.0;165.0;195.0;,
Dec 24  2019,6,3,Main sets,Dead Lift,✔︎;✔︎;✔︎;,5;3;2;,245.0;275.0;310.0;,
Dec 24  2019,6,3,First set last,Dead Lift,✔︎;,7;,245.0;,
Dec 23  2019,6,3,Warmup sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;3;,55.0;70.0;85.0;,
Dec 23  2019,6,3,Main sets,Overhead Press,✔︎;✔︎;✔︎;,5;3;4;,105.0;115.0;130.0;,
Dec 23  2019,6,3,First set last,Overhead Press,✔︎;,9;,105.0;,
Dec 20  2019,6,2,Warmup sets,Squat,✔︎;✔︎;✔︎;,5;5;3;,80.0;100.0;120.0;,
Dec 20  2019,6,2,Main sets,Squat,✔︎;✔︎;✔︎;,3;3;5;,140.0;160.0;185.0;,
Dec 20  2019,6,2,First set last,Squat,✔︎;,6;,140.0;,
Dec 19  2019,6,2,Warmup sets,Bench Press,✔︎;✔︎;✔︎;,5;5;3;,95.0;115.0;140.0;,
Dec 19  2019,6,2,Main sets,Bench Press,✔︎;✔︎;✔︎;,3;3;6;,160.0;185.0;210.0;,
Dec 19  2019,6,2,First set last,Bench Press,✔︎;,12;,160.0;,
Dec 17  2019,6,2,Warmup sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;3;,130.0;165.0;195.0;,
Dec 17  2019,6,2,Main sets,Dead Lift,✔︎;✔︎;✔︎;,3;3;2;,230.0;260.0;295.0;,
Dec 17  2019,6,2,First set last,Dead Lift,✔︎;,10;,230.0;,
Dec 16  2019,6,2,Warmup sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;3;,55.0;70.0;85.0;,
Dec 16  2019,6,2,Main sets,Overhead Press,✔︎;✔︎;✔︎;,3;3;7;,95.0;110.0;125.0;,
Dec 16  2019,6,2,First set last,Overhead Press,✔︎;,12;,95.0;,
Dec 13  2019,6,1,Warmup sets,Squat,✔︎;✔︎;✔︎;,5;5;3;,80.0;100.0;120.0;,
Dec 13  2019,6,1,Main sets,Squat,✔︎;✔︎;✔︎;,5;5;6;,130.0;150.0;175.0;,
Dec 13  2019,6,1,First set last,Squat,✔︎;,10;,130.0;,
Dec 12  2019,6,1,Warmup sets,Bench Press,✔︎;✔︎;✔︎;,5;5;3;,95.0;115.0;140.0;,
Dec 12  2019,6,1,Main sets,Bench Press,✔︎;✔︎;✔︎;,5;5;10;,150.0;175.0;195.0;,
Dec 12  2019,6,1,First set last,Bench Press,✔︎;,16;,150.0;,
Dec 10  2019,6,1,Warmup sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;3;,130.0;165.0;195.0;,
Dec 10  2019,6,1,Main sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;7;,210.0;245.0;275.0;,
Dec 10  2019,6,1,First set last,Dead Lift,✔︎;,13;,210.0;,
Dec 9  2019,6,1,Warmup sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;3;,55.0;70.0;85.0;,
Dec 9  2019,6,1,Main sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;11;,90.0;105.0;115.0;,
Dec 9  2019,6,1,First set last,Overhead Press,✔︎;,12;,90.0;,
Dec 6  2019,5,4,Warmup sets,Squat,✔︎;✔︎;✔︎;,5;5;3;,75.0;95.0;115.0;,
Dec 6  2019,5,4,Main sets,Squat,✔︎;✔︎;✔︎;,5;5;5;,75.0;95.0;115.0;,
Dec 6  2019,5,4,Pyramid sets,Squat,✔︎;✔︎;,5;5;,95.0;75.0;,
Dec 5  2019,5,4,Warmup sets,Bench Press,✔︎;✔︎;✔︎;,5;5;3;,90.0;115.0;135.0;,
Dec 5  2019,5,4,Main sets,Bench Press,✔︎;✔︎;✔︎;,5;5;5;,90.0;115.0;135.0;,
Dec 5  2019,5,4,Pyramid sets,Bench Press,✔︎;✔︎;,5;5;,115.0;90.0;,
Dec 3  2019,5,4,Warmup sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;3;,125.0;160.0;190.0;,
Dec 3  2019,5,4,Main sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;5;,125.0;160.0;190.0;,
Dec 3  2019,5,4,Pyramid sets,Dead Lift,✔︎;✔︎;,5;5;,160.0;125.0;,
Dec 2  2019,5,4,Warmup sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;3;,55.0;65.0;80.0;,
Dec 2  2019,5,4,Main sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;5;,55.0;65.0;80.0;,
Dec 2  2019,5,4,Pyramid sets,Overhead Press,✔︎;✔︎;,5;5;,65.0;65.0;,
Nov 29  2019,5,3,Warmup sets,Squat,✔︎;✔︎;✔︎;,5;5;3;,75.0;95.0;115.0;,
Nov 29  2019,5,3,Main sets,Squat,✔︎;✔︎;✔︎;,5;3;7;,145.0;165.0;185.0;,
Nov 29  2019,5,3,Pyramid sets,Squat,✔︎;✔︎;,3;6;,165.0;145.0;,
Nov 28  2019,5,3,Warmup sets,Bench Press,✔︎;✔︎;✔︎;,5;5;3;,90.0;115.0;135.0;,
Nov 28  2019,5,3,Main sets,Bench Press,✔︎;✔︎;✔︎;,5;3;4;,170.0;195.0;215.0;,
Nov 28  2019,5,3,Pyramid sets,Bench Press,✔︎;✔︎;,3;10;,195.0;170.0;,
Nov 26  2019,5,3,Warmup sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;3;,125.0;160.0;190.0;,
Nov 26  2019,5,3,Main sets,Dead Lift,✔︎;✔︎;✔︎;,5;3;3;,235.0;270.0;300.0;,
Nov 26  2019,5,3,Pyramid sets,Dead Lift,✔︎;✔︎;,3;10;,270.0;235.0;,
Nov 25  2019,5,3,Warmup sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;3;,55.0;65.0;80.0;,
Nov 25  2019,5,3,Main sets,Overhead Press,✔︎;✔︎;✔︎;,5;3;7;,100.0;115.0;125.0;,
Nov 25  2019,5,3,Pyramid sets,Overhead Press,✔︎;✔︎;,3;9;,115.0;100.0;,
Nov 22  2019,5,2,Warmup sets,Squat,✔︎;✔︎;✔︎;,5;5;3;,75.0;95.0;115.0;,
Nov 22  2019,5,2,Main sets,Squat,✔︎;✔︎;✔︎;,3;3;5;,135.0;155.0;175.0;,
Nov 22  2019,5,2,Pyramid sets,Squat,✔︎;✔︎;,3;9;,155.0;135.0;,
Nov 21  2019,5,2,Warmup sets,Bench Press,✔︎;✔︎;✔︎;,5;5;3;,90.0;115.0;135.0;,
Nov 21  2019,5,2,Main sets,Bench Press,✔︎;✔︎;✔︎;,3;3;6;,160.0;180.0;205.0;,
Nov 21  2019,5,2,Pyramid sets,Bench Press,✔︎;✔︎;,3;10;,180.0;160.0;,
Nov 19  2019,5,2,Warmup sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;3;,125.0;160.0;190.0;,
Nov 19  2019,5,2,Main sets,Dead Lift,✔︎;✔︎;✔︎;,3;3;5;,220.0;255.0;285.0;,
Nov 19  2019,5,2,Pyramid sets,Dead Lift,✔︎;✔︎;,3;10;,255.0;220.0;,
Nov 18  2019,5,2,Warmup sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;3;,55.0;65.0;80.0;,
Nov 18  2019,5,2,Main sets,Overhead Press,✔︎;✔︎;✔︎;,3;3;9;,95.0;105.0;120.0;,
Nov 18  2019,5,2,Pyramid sets,Overhead Press,✔︎;✔︎;,3;10;,105.0;95.0;,
Nov 15  2019,5,1,Warmup sets,Squat,✔︎;✔︎;✔︎;,5;5;3;,75.0;95.0;115.0;,
Nov 15  2019,5,1,Main sets,Squat,✔︎;✔︎;✔︎;,5;5;5;,125.0;145.0;165.0;,
Nov 15  2019,5,1,Pyramid sets,Squat,✔︎;✔︎;,5;5;,145.0;125.0;,
Nov 14  2019,5,1,Warmup sets,Bench Press,✔︎;✔︎;✔︎;,5;5;3;,90.0;115.0;135.0;,
Nov 14  2019,5,1,Main sets,Bench Press,✔︎;✔︎;✔︎;,5;5;8;,150.0;170.0;195.0;,
Nov 14  2019,5,1,Pyramid sets,Bench Press,✔︎;✔︎;,5;13;,170.0;150.0;,
Nov 13  2019,5,1,Warmup sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;3;,125.0;160.0;190.0;,
Nov 13  2019,5,1,Main sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;5;,205.0;235.0;270.0;,
Nov 13  2019,5,1,Pyramid sets,Dead Lift,✔︎;✔︎;,5;13;,235.0;205.0;,
Nov 11  2019,5,1,Warmup sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;3;,55.0;65.0;80.0;,
Nov 11  2019,5,1,Main sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;9;,85.0;100.0;115.0;,
Nov 11  2019,5,1,Pyramid sets,Overhead Press,✔︎;✔︎;,5;9;,100.0;85.0;,
Nov 8  2019,4,4,Warmup sets,Squat,✔︎;✔︎;✔︎;,5;5;3;,75.0;90.0;110.0;,
Nov 8  2019,4,4,Main sets,Squat,✔︎;✔︎;✔︎;,5;5;5;,75.0;90.0;110.0;,
Nov 8  2019,4,4,Boring But Big sets,Dead Lift,✔︎;✔︎;✔︎;,10;10;10;,155.0;155.0;155.0;,
Nov 7  2019,4,4,Warmup sets,Bench Press,✔︎;✔︎;✔︎;,5;5;3;,90.0;110.0;135.0;,
Nov 7  2019,4,4,Main sets,Bench Press,✔︎;✔︎;✔︎;,5;5;5;,90.0;110.0;135.0;,
Nov 7  2019,4,4,Boring But Big sets,Overhead Press,✔︎;✔︎;✔︎;,10;10;10;,65.0;65.0;65.0;,
Nov 5  2019,4,4,Warmup sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;3;,120.0;155.0;185.0;,
Nov 5  2019,4,4,Main sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;5;,120.0;155.0;185.0;,
Nov 5  2019,4,4,Boring But Big sets,Squat,✔︎;✔︎;✔︎;,10;10;10;,90.0;90.0;90.0;,
Nov 4  2019,4,4,Warmup sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;3;,50.0;65.0;75.0;,
Nov 4  2019,4,4,Main sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;5;,50.0;65.0;75.0;,
Nov 4  2019,4,4,Boring But Big sets,Bench Press,✔︎;✔︎;✔︎;,10;10;10;,110.0;110.0;110.0;,
Nov 1  2019,4,3,Warmup sets,Squat,✔︎;✔︎;✔︎;,5;5;3;,75.0;90.0;110.0;,
Nov 1  2019,4,3,Main sets,Squat,✔︎;✔︎;✔︎;,5;3;6;,135.0;155.0;175.0;,
Nov 1  2019,4,3,Boring But Big sets,Dead Lift,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,155.0;155.0;155.0;155.0;155.0;,
Oct 31  2019,4,3,Warmup sets,Bench Press,✔︎;✔︎;✔︎;,5;5;3;,90.0;110.0;135.0;,
Oct 31  2019,4,3,Main sets,Bench Press,✔︎;✔︎;✔︎;,5;3;5;,165.0;190.0;210.0;,
Oct 31  2019,4,3,Boring But Big sets,Overhead Press,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,65.0;65.0;65.0;65.0;65.0;,
Oct 30  2019,4,3,Warmup sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;3;,120.0;155.0;185.0;,
Oct 30  2019,4,3,Main sets,Dead Lift,✔︎;✔︎;✔︎;,5;3;5;,230.0;260.0;290.0;,
Oct 30  2019,4,3,Boring But Big sets,Squat,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,90.0;90.0;90.0;90.0;90.0;,
Oct 28  2019,4,3,Warmup sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;3;,55.0;70.0;85.0;,
Oct 28  2019,4,3,Main sets,Overhead Press,✔︎;✔︎;✔︎;,5;3;3;,105.0;120.0;135.0;,
Oct 28  2019,4,3,Boring But Big sets,Bench Press,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,125.0;125.0;125.0;125.0;125.0;,
Oct 25  2019,4,2,Warmup sets,Squat,✔︎;✔︎;✔︎;,5;5;3;,80.0;100.0;120.0;,
Oct 25  2019,4,2,Main sets,Squat,✔︎;✔︎;✔︎;,3;3;4;,140.0;165.0;185.0;,
Oct 25  2019,4,2,Boring But Big sets,Dead Lift,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,170.0;170.0;170.0;170.0;170.0;,
Oct 24  2019,4,2,Warmup sets,Bench Press,✔︎;✔︎;✔︎;,5;5;3;,100.0;125.0;150.0;,
Oct 24  2019,4,2,Main sets,Bench Press,✔︎;✔︎;✔︎;,3;3;4;,175.0;200.0;220.0;,
Oct 24  2019,4,2,Boring But Big sets,Overhead Press,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,70.0;70.0;70.0;70.0;70.0;,
Oct 22  2019,4,2,Warmup sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;3;,135.0;170.0;205.0;,
Oct 22  2019,4,2,Main sets,Dead Lift,✔︎;✔︎;✔︎;,3;3;4;,240.0;270.0;305.0;,
Oct 22  2019,4,2,Boring But Big sets,Squat,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,100.0;100.0;100.0;100.0;100.0;,
Oct 21  2019,4,2,Warmup sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;3;,55.0;70.0;85.0;,
Oct 21  2019,4,2,Main sets,Overhead Press,✔︎;✔︎;✔︎;,3;3;5;,100.0;115.0;130.0;,
Oct 21  2019,4,2,Boring But Big sets,Bench Press,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,125.0;125.0;125.0;125.0;125.0;,
Oct 18  2019,4,1,Warmup sets,Squat,✔︎;✔︎;✔︎;,5;5;3;,80.0;100.0;120.0;,
Oct 18  2019,4,1,Main sets,Squat,✔︎;✔︎;✔︎;,5;5;7;,130.0;150.0;175.0;,
Oct 18  2019,4,1,Boring But Big sets,Dead Lift,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,170.0;170.0;170.0;170.0;170.0;,
Oct 17  2019,4,1,Warmup sets,Bench Press,✔︎;✔︎;✔︎;,5;5;3;,100.0;125.0;150.0;,
Oct 17  2019,4,1,Main sets,Bench Press,✔︎;✔︎;✔︎;,5;5;6;,160.0;185.0;210.0;,
Oct 17  2019,4,1,Boring But Big sets,Overhead Press,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,70.0;70.0;70.0;70.0;70.0;,
Oct 15  2019,4,1,Warmup sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;3;,135.0;170.0;205.0;,
Oct 15  2019,4,1,Main sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;6;,220.0;255.0;290.0;,
Oct 15  2019,4,1,Boring But Big sets,Squat,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,95.0;95.0;95.0;95.0;95.0;,
Oct 14  2019,4,1,Warmup sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;3;,55.0;70.0;85.0;,
Oct 14  2019,4,1,Main sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;9;,95.0;105.0;120.0;,
Oct 14  2019,4,1,Boring But Big sets,Bench Press,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,125.0;125.0;125.0;125.0;125.0;,
Oct 11  2019,3,3,Warmup sets,Squat,✔︎;✔︎;✔︎;,5;5;3;,75.0;95.0;115.0;,
Oct 11  2019,3,3,Main sets,Squat,✔︎;✔︎;✔︎;,5;3;6;,145.0;165.0;185.0;,
Oct 11  2019,3,3,Boring But Big sets,Dead Lift,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,165.0;165.0;165.0;165.0;165.0;,
Oct 10  2019,3,3,Warmup sets,Bench Press,✔︎;✔︎;✔︎;,5;5;3;,95.0;120.0;145.0;,
Oct 10  2019,3,3,Main sets,Bench Press,✔︎;✔︎;✔︎;,5;3;2;,180.0;205.0;230.0;,
Oct 10  2019,3,3,Boring But Big sets,Overhead Press,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,70.0;70.0;70.0;70.0;70.0;,
Oct 8  2019,3,3,Warmup sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;3;,130.0;165.0;200.0;,
Oct 8  2019,3,3,Main sets,Dead Lift,✔︎;✔︎;✔︎;,5;3;1;,245.0;280.0;315.0;,
Oct 8  2019,3,3,Boring But Big sets,Squat,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,95.0;95.0;95.0;95.0;95.0;,
Oct 7  2019,3,3,Warmup sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;3;,55.0;70.0;80.0;,
Oct 7  2019,3,3,Main sets,Overhead Press,✔︎;✔︎;✔︎;,5;3;5;,105.0;115.0;130.0;,
Oct 7  2019,3,3,Boring But Big sets,Bench Press,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,120.0;120.0;120.0;120.0;120.0;,
Oct 4  2019,3,2,Warmup sets,Squat,✔︎;✔︎;✔︎;,5;5;3;,75.0;95.0;115.0;,
Oct 4  2019,3,2,Main sets,Squat,✔︎;✔︎;✔︎;,3;3;5;,135.0;155.0;175.0;,
Oct 4  2019,3,2,Boring But Big sets,Dead Lift,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,165.0;165.0;165.0;165.0;165.0;,
Oct 3  2019,3,2,Warmup sets,Bench Press,✔︎;✔︎;✔︎;,5;5;3;,95.0;120.0;145.0;,
Oct 3  2019,3,2,Main sets,Bench Press,✔︎;✔︎;✔︎;,3;3;4;,170.0;195.0;220.0;,
Oct 3  2019,3,2,Boring But Big sets,Overhead Press,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,70.0;70.0;70.0;70.0;70.0;,
Oct 1  2019,3,2,Warmup sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;3;,130.0;165.0;200.0;,
Oct 1  2019,3,2,Main sets,Dead Lift,✔︎;✔︎;✔︎;,3;3;5;,230.0;265.0;295.0;,
Oct 1  2019,3,2,Boring But Big sets,Squat,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,95.0;95.0;95.0;95.0;95.0;,
Sep 30  2019,3,2,Warmup sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;3;,55.0;70.0;80.0;,
Sep 30  2019,3,2,Main sets,Overhead Press,✔︎;✔︎;✔︎;,3;3;6;,95.0;110.0;125.0;,
Sep 30  2019,3,2,Boring But Big sets,Bench Press,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,120.0;120.0;120.0;120.0;120.0;,
Sep 27  2019,3,1,Warmup sets,Squat,✔︎;✔︎;✔︎;,5;5;3;,75.0;95.0;115.0;,
Sep 27  2019,3,1,Main sets,Squat,✔︎;✔︎;✔︎;,5;5;9;,125.0;145.0;165.0;,
Sep 27  2019,3,1,Boring But Big sets,Dead Lift,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,165.0;165.0;165.0;165.0;165.0;,
Sep 26  2019,3,1,Warmup sets,Bench Press,✔︎;✔︎;✔︎;,5;5;3;,95.0;120.0;145.0;,
Sep 26  2019,3,1,Main sets,Bench Press,✔︎;✔︎;✔︎;,5;5;7;,155.0;180.0;205.0;,
Sep 26  2019,3,1,Boring But Big sets,Overhead Press,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,70.0;70.0;70.0;70.0;70.0;,
Sep 24  2019,3,1,Warmup sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;3;,130.0;165.0;200.0;,
Sep 24  2019,3,1,Main sets,Dead Lift,✔︎;✔︎;✔︎;,5;5;8;,215.0;245.0;280.0;,
Sep 24  2019,3,1,Boring But Big sets,Squat,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,95.0;95.0;95.0;95.0;95.0;,
Sep 23  2019,3,1,Warmup sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;3;,55.0;70.0;80.0;,
Sep 23  2019,3,1,Main sets,Overhead Press,✔︎;✔︎;✔︎;,5;5;8;,90.0;105.0;115.0;,
Sep 23  2019,3,1,Boring But Big sets,Bench Press,✔︎;✔︎;✔︎;✔︎;✔︎;,10;10;10;10;10;,120.0;120.0;120.0;120.0;120.0;,
Sep 20  2019,2,3,Warmup sets,Bench Press,✔︎;✔︎;✔︎;,5;5;3;,95.0;120.0;140.0;,
Sep 20  2019,2,3,Main sets,Bench Press,✔︎;✔︎;✔︎;,5;3;3;,180.0;200.0;225.0;,
